Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Scripts,726,Policy-Install Rosetta,2,"""-Apple""",,,,,,,,,,,,,,,,262,Rosetta Install,"""-Apple""",Rosetta Install,,,,,,,,,,,,,,
Policy,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,1403,USRTPWLY26645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,3688,USCBG1WLY12081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,,,497,Policy-Machines without Crowdstrike,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,,,,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,,,,,,,,498,Static-Policy-Crowdstrike Computer Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Packages,727, Crowdstrike Falcon Sensor - General Adoption,55,"""-Crowdstrike""",,,,,,,,,,,,349,CrowdStrikeFalconSensor-6.24.pkg,"""-Crowdstrike""",FalconSensorMacOS_6.24.pkg,,,,,,,,,,,,,,,,,,
Policy,728,Reset Local administrator account - LC,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,729,Jas Reset Keychain Testing,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,729,Jas Reset Keychain Testing,59,"""Test""",,2319,INBGL1WLX23794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,730,Papercut Uninstall,44,"""Printers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,730,Papercut Uninstall,44,"""Printers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,730,Papercut Uninstall,44,"""Printers""",,,,,,,,,,,,,,,,305,Jas Uninstall Papercut,"""Test""",Jas Uninstall Papercut,,,,,,,,,,,,,,
Policy,731,Deferral Upgrade to Big Sur 11.3 EA,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,731,Deferral Upgrade to Big Sur 11.3 EA,20,"""-MacMD""",,1746,KLNWZ18556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,731,Deferral Upgrade to Big Sur 11.3 EA,20,"""-MacMD""",,,,505,Static-Policy-Deferral Machines Upgrade to macOS Big Sur,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,732,Machines Last Booted 14 Days Ago,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,732,Machines Last Booted 14 Days Ago,20,"""-MacMD""",,,,506,Policy-Machines Last Booted 14 Days Ago,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,732,Machines Last Booted 14 Days Ago,20,"""-MacMD""",,,,,,,,,507,Static-Policy-Machines Last Booted 14 Days Ago Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Policy,733,Policy-Nexthink Collector,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,733,Policy-Nexthink Collector,59,"""Test""",,1685,USKANWLY31994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,733,Policy-Nexthink Collector,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,733,Policy-Nexthink Collector,59,"""Test""",,2135,PL2WY32377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,733,Policy-Nexthink Collector,59,"""Test""",,2172,WRNWMACY18148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,733,Policy-Nexthink Collector,59,"""Test""",,2591,USOVE1WLY32209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,733,Policy-Nexthink Collector,59,"""Test""",,,,,,,,,,,,348,Nexthink_Collector_Installer.pkg,"""Test""",Nexthink_Collector_Installer.pkg,,,,,,,,,,,,,,,,,,
Scripts,733,Policy-Nexthink Collector,59,"""Test""",,,,,,,,,,,,,,,,307,Nexthink Collector Deployment,"""Test""",Nexthink Collector Deployment,,,,,,,,,,,,,,
Policy,734,Stage macOS Big Sur 11.3 GA,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,734,Stage macOS Big Sur 11.3 GA,20,"""-MacMD""",,,,490,Policy-Eligible machines for Big Sur 11.3 OS GA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,734,Stage macOS Big Sur 11.3 GA,20,"""-MacMD""",,,,,,,,,,,,346,Install macOS Bigsur 11.3.pkg,"""Test""",Install macOS Bigsur 11.3.pkg,,,,,,,,,,,,,,,,,,
Policy,735,Policy - Uninstall Nexthink Collector,64,"""-Nexthink""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,735,Policy - Uninstall Nexthink Collector,64,"""-Nexthink""",,,,510,Static-Policy-Nexthink POC All Mac users,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,735,Policy - Uninstall Nexthink Collector,64,"""-Nexthink""",,,,,,,,,,,,348,Nexthink_Collector_Installer.pkg,"""Test""",Nexthink_Collector_Installer.pkg,,,,,,,,,,,,,,,,,,
Scripts,735,Policy - Uninstall Nexthink Collector,64,"""-Nexthink""",,,,,,,,,,,,,,,,324,NexthinkCollector Uninstall,"""No category assigned""",NexthinkCollector Uninstall,,,,,,,,,,,,,,
Policy,736,Nexthink POC All Mac users,42,"""IT Tools""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,736,Nexthink POC All Mac users,42,"""IT Tools""",,,,510,Static-Policy-Nexthink POC All Mac users,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,736,Nexthink POC All Mac users,42,"""IT Tools""",,,,,,,,,,,,348,Nexthink_Collector_Installer.pkg,"""Test""",Nexthink_Collector_Installer.pkg,,,,,,,,,,,,,,,,,,
Policy,737,Nexthink Collector v6.30.1.7 - Early Adopters,64,"""-Nexthink""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,737,Nexthink Collector v6.30.1.7 - Early Adopters,64,"""-Nexthink""",,,,514,Policy-Nexthink Collector v6.30.1.7 - Early Adopters,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,737,Nexthink Collector v6.30.1.7 - Early Adopters,64,"""-Nexthink""",,,,,,,,,,,,348,Nexthink_Collector_Installer.pkg,"""Test""",Nexthink_Collector_Installer.pkg,,,,,,,,,,,,,,,,,,
Scripts,737,Nexthink Collector v6.30.1.7 - Early Adopters,64,"""-Nexthink""",,,,,,,,,,,,,,,,307,Nexthink Collector Deployment,"""Test""",Nexthink Collector Deployment,,,,,,,,,,,,,,
Policy,738,Deferral Upgrade to Big Sur 11.3 GA,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,738,Deferral Upgrade to Big Sur 11.3 GA,20,"""-MacMD""",,,,520,Policy- Deferral Upgrade to Big Sur 11.3 GA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,738,Deferral Upgrade to Big Sur 11.3 GA,20,"""-MacMD""",,,,,,,,,519,Static-Policy-Force Upgrade to Big Sur 11.3 GA Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Policy,739,Policy-Remove MacMDTemp Local Account,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,739,Policy-Remove MacMDTemp Local Account,20,"""-MacMD""",,,,521,Last One Week Enrollment Machines,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,740,Force Upgrade to Big Sur 11.3 EA -Sumit Test,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,740,Force Upgrade to Big Sur 11.3 EA -Sumit Test,59,"""Test""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,741,Force Upgrade to Big Sur 11.3 GA Wave 2,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,741,Force Upgrade to Big Sur 11.3 GA Wave 2,20,"""-MacMD""",,,,522,Policy- Force Upgrade to Big Sur 11.3 GA Wave 2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,741,Force Upgrade to Big Sur 11.3 GA Wave 2,20,"""-MacMD""",,,,,,,,,519,Static-Policy-Force Upgrade to Big Sur 11.3 GA Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Policy,742,Force Upgrade to Big Sur 11.3 GA Wave 3,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,742,Force Upgrade to Big Sur 11.3 GA Wave 3,20,"""-MacMD""",,,,523,Policy- Force Upgrade to Big Sur 11.3 GA Wave 3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,742,Force Upgrade to Big Sur 11.3 GA Wave 3,20,"""-MacMD""",,,,,,,,,519,Static-Policy-Force Upgrade to Big Sur 11.3 GA Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,742,Force Upgrade to Big Sur 11.3 GA Wave 3,20,"""-MacMD""",,,,,,,,,516,Static-Policy-Wave 2-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Policy,743,Join Domain Binding (PHI) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,744,Join Domain (PHI) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,744,Join Domain (PHI) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,313,JoinDomainPHI-1.0,"""-Enrollment""",JoinDomainPHI-1.0,,,,,,,,,,,,,,
Policy,745,Policy-Install Rosetta - Developer,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,745,Policy-Install Rosetta - Developer,2,"""-Apple""",,,,525,Global-MacMD Silicon Chip Macs - Developer,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,745,Policy-Install Rosetta - Developer,2,"""-Apple""",,,,,,,,,,,,,,,,262,Rosetta Install,"""-Apple""",Rosetta Install,,,,,,,,,,,,,,
Policy,746,Go To Opener v1379 - Developer,60,"""-Go ToAssist""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,746,Go To Opener v1379 - Developer,60,"""-Go ToAssist""",,,,,,,,,,,,195,GoToAssist Customer.pkg,"""-Go ToAssist""",GoToAssist Customer.pkg,,,,,,,,,,,,,,,,,,
Policy,747,Jas - Crowdstrike Falcon Sensor - 6.24,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,747,Jas - Crowdstrike Falcon Sensor - 6.24,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,747,Jas - Crowdstrike Falcon Sensor - 6.24,59,"""Test""",,2013,MESWMY16488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,747,Jas - Crowdstrike Falcon Sensor - 6.24,59,"""Test""",,,,,,,,,,,,349,CrowdStrikeFalconSensor-6.24.pkg,"""-Crowdstrike""",FalconSensorMacOS_6.24.pkg,,,,,,,,,,,,,,,,,,
Policy,748,Force Upgrade to Big Sur 11.3 GA Wave 4,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,748,Force Upgrade to Big Sur 11.3 GA Wave 4,20,"""-MacMD""",,,,530,Policy- Force Upgrade to Big Sur 11.3 GA Wave 4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,748,Force Upgrade to Big Sur 11.3 GA Wave 4,20,"""-MacMD""",,,,,,,,,519,Static-Policy-Force Upgrade to Big Sur 11.3 GA Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,748,Force Upgrade to Big Sur 11.3 GA Wave 4,20,"""-MacMD""",,,,,,,,,516,Static-Policy-Wave 2-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,748,Force Upgrade to Big Sur 11.3 GA Wave 4,20,"""-MacMD""",,,,,,,,,518,Static-Policy-Wave 3-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Policy,749,Update Inventory at Startup - Developers,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,749,Update Inventory at Startup - Developers,20,"""-MacMD""",,,,455,All Managed Clients - Developer,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",,,,533,Static-Policy-Wave 5-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",,,,,,,,,519,Static-Policy-Force Upgrade to Big Sur 11.3 GA Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",,,,,,,,,516,Static-Policy-Wave 2-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",,,,,,,,,518,Static-Policy-Wave 3-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,752,Force Upgrade to Big Sur 11.3 GA Wave 5,20,"""-MacMD""",,,,,,,,,517,Static-Policy-Wave 4-Force Upgrade to Big Sur 11.3 GA,False,,,,,,,,,,,,,,,,,,,,,,
Policy,753,Remove Machine from Internal Domain,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,753,Remove Machine from Internal Domain,20,"""-MacMD""",,,,536,Static-Policy-AD Migration Machines,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,753,Remove Machine from Internal Domain,20,"""-MacMD""",,,,,,,,,545,AD Migrated Machines Exclusion,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,753,Remove Machine from Internal Domain,20,"""-MacMD""",,,,,,,,,,,,,,,,315,Remove Domain,"""-MacMD""",Remove Domain,,,,,,,,,,,,,,
Policy,755,Join Domain Binding (IMS) ,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,756,Jas PaperCut Print Deploy Client v1.5.18,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,756,Jas PaperCut Print Deploy Client v1.5.18,59,"""Test""",,1685,USKANWLY31994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,756,Jas PaperCut Print Deploy Client v1.5.18,59,"""Test""",,3345,GBEDILWLZ57425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,756,Jas PaperCut Print Deploy Client v1.5.18,59,"""Test""",,,,,,,,,,,,352,PaperCut Print Deploy Client v1.5.18.pkg,"""-PaperCut""",PaperCut Print Deploy Client v1.5.18.pkg,,,,,,,,,,,,,,,,,,
Policy,759,MacMD Computer Configurations,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,759,MacMD Computer Configurations,20,"""-MacMD""",,3269,USDUR1WLY25938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,759,MacMD Computer Configurations,20,"""-MacMD""",,,,,,,,,,,,,,,,281,MacMDInitialComputerConfig-3.0,"""-Enrollment""",MacMDInitialComputerConfig-3.0,,,,,,,,,,,,,,
Policy,760,Policy-Migrate Mobile Account to Local ,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,760,Policy-Migrate Mobile Account to Local ,20,"""-MacMD""",,1058,CLVW3011169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,760,Policy-Migrate Mobile Account to Local ,20,"""-MacMD""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,760,Policy-Migrate Mobile Account to Local ,20,"""-MacMD""",,3562,USBTP2WLY24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,760,Policy-Migrate Mobile Account to Local ,20,"""-MacMD""",,,,,,,,,,,,354,MigrateMobiletoLocal.pkg,"""-MacMD""",MigrateMobiletoLocal.pkg,,,,,,,,,,,,,,,,,,
Policy,762,NoMAD & Mobile Account Migration ,20,"""-MacMD""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,762,NoMAD & Mobile Account Migration ,20,"""-MacMD""",,,,,,,,,535,Static-Active Directory Not Bound  Machines Till 2nd SEP Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Packages,762,NoMAD & Mobile Account Migration ,20,"""-MacMD""",,,,,,,,,,,,354,MigrateMobiletoLocal.pkg,"""-MacMD""",MigrateMobiletoLocal.pkg,,,,,,,,,,,,,,,,,,
Packages,762,NoMAD & Mobile Account Migration ,20,"""-MacMD""",,,,,,,,,,,,351,NoMAD-LaunchAgent.pkg,"""-MacMD""",NoMAD-LaunchAgent.pkg,,,,,,,,,,,,,,,,,,
Packages,762,NoMAD & Mobile Account Migration ,20,"""-MacMD""",,,,,,,,,,,,350,NoMAD.pkg,"""-MacMD""",NoMAD.pkg,,,,,,,,,,,,,,,,,,
Policy,763,Cisco Jabber 11.9.3,34,"""Collaboration and Conferencing""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,763,Cisco Jabber 11.9.3,34,"""Collaboration and Conferencing""",,,,,,,,,,,,154,CiscoJabberMac-11.9.3.260116.pkg,"""-Cisco""",CiscoJabberMac-11.9.3.260116.pkg,,,,,,,,,,,,,,,,,,
Policy,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,1246,BLRWX22094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,1859,WARWM781TMD6T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,3275,INBGL1WLX46146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,3539,USPLY1WLY15874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,3562,USBTP2WLY24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,,,,,,,,535,Static-Active Directory Not Bound  Machines Till 2nd SEP Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Packages,764,Mobile Account Migration for Migrated Machines,20,"""-MacMD""",,,,,,,,,,,,354,MigrateMobiletoLocal.pkg,"""-MacMD""",MigrateMobiletoLocal.pkg,,,,,,,,,,,,,,,,,,
Policy,765,Default Realm,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,765,Default Realm,20,"""-MacMD""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,765,Default Realm,20,"""-MacMD""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,765,Default Realm,20,"""-MacMD""",,,,,,,,,,,,,,,,318,Default Realm,"""No category assigned""",Default Realm,,,,,,,,,,,,,,
Policy,766,PaperCut MF Client V21.1.1,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,766,PaperCut MF Client V21.1.1,59,"""Test""",,1685,USKANWLY31994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,766,PaperCut MF Client V21.1.1,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,766,PaperCut MF Client V21.1.1,59,"""Test""",,,,,,,,,,,,357,PaperCut MF Client V21.1.1.pkg,"""Printers""",PaperCut MF Client V21.1.1.pkg,,,,,,,,,,,,,,,,,,
Policy,767,GoTo Assist Remote Support,60,"""-Go ToAssist""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,767,GoTo Assist Remote Support,60,"""-Go ToAssist""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,767,GoTo Assist Remote Support,60,"""-Go ToAssist""",,,,,,,,,543,Static-Policy-GotoAssist EA Group,False,,,,,,,,,,,,,,,,,,,,,,
Packages,767,GoTo Assist Remote Support,60,"""-Go ToAssist""",,,,,,,,,,,,361,GotoAssist.pkg,"""-Go ToAssist""",GotoAssist.pkg,,,,,,,,,,,,,,,,,,
Policy,768,Remove firmware password,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,768,Remove firmware password,20,"""-MacMD""",,,,548,Global-MacMD Computers Checked-in 14 days,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,768,Remove firmware password,20,"""-MacMD""",,,,,,,,,540,Static-ConfigProf-TCS Developer Exclusion,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,768,Remove firmware password,20,"""-MacMD""",,,,,,,,,454,TCS Developer Site DEP Enrollments,True,,,,,,,,,,,,,,,,,,,,,,
Policy,770,Logmein Remote Support,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,770,Logmein Remote Support,59,"""Test""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,770,Logmein Remote Support,59,"""Test""",,2319,INBGL1WLX23794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,770,Logmein Remote Support,59,"""Test""",,,,,,,,,,,,362,LogmeinRemoteSupportUnattended.pkg,"""-Go ToAssist""",LogmeinRemoteSupportUnattended.pkg,,,,,,,,,,,,,,,,,,
Policy,771,Apple Monterey Updates Ignore,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,771,Apple Monterey Updates Ignore,2,"""-Apple""",,3778,MXMEX5WL2MD6N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,772,MAXQDA 2020,62,"""IQVIA""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,772,MAXQDA 2020,62,"""IQVIA""",,3398,USNYC4WLY27518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,772,MAXQDA 2020,62,"""IQVIA""",,3406,USNYC4WLY27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,772,MAXQDA 2020,62,"""IQVIA""",,3407,USOVE1WLY27520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,772,MAXQDA 2020,62,"""IQVIA""",,4008,USOVE1WLY27594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,772,MAXQDA 2020,62,"""IQVIA""",,,,,,,,,,,,363,Install MAXQDA2020.pkg,"""IQVIA""",InstallMAXQDA2020.pkg,,,,,,,,,,,,,,,,,,
Scripts,772,MAXQDA 2020,62,"""IQVIA""",,,,,,,,,,,,,,,,328,InstallAppFroDMG,"""IQVIA""",InstallAppFroDMG,,,,,,,,,,,,,,
Policy,773,Jas - Crowdstrike Falcon Sensor - 6.31,59,"""Test""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,773,Jas - Crowdstrike Falcon Sensor - 6.31,59,"""Test""",,2406,INBGL3WLX22973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,773,Jas - Crowdstrike Falcon Sensor - 6.31,59,"""Test""",,,,,,,,,,,,364,FalconSensorMacOS631.pkg,"""-Crowdstrike""",FalconSensorMacOS631.pkg,,,,,,,,,,,,,,,,,,
Policy,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",,2874,USPLY1WLY25920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",,3877,USMES1WLY68029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",,,,375,Policy-Machine not AD Bound,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",,,,,,,,,,,,351,NoMAD-LaunchAgent.pkg,"""-MacMD""",NoMAD-LaunchAgent.pkg,,,,,,,,,,,,,,,,,,
Packages,776,(ITST Repair) Reinstall NoMAD,20,"""-MacMD""",,,,,,,,,,,,350,NoMAD.pkg,"""-MacMD""",NoMAD.pkg,,,,,,,,,,,,,,,,,,
Policy,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,552,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
